workplace_id,census_no,institution_category_id,authority_id,language_id,gender_id,institution_types_id,grade_span_id,district_id,zeo_wp_id,deo_wp_id,name,address,phone
INS0017376,17376,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000271,BURUSSEGODA K.V.,MAHARACHCHIMULLA.,716927351
INS0017377,17377,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000271,MADAWALA K.V.,MADAWALA.KEPPETIWALANA.,373128544
INS0017378,17378,ICID001,AUID02,SLID04,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000271,ALAWWA RATHANALANKARA M.V.,"NARAMMALA ROAD, ALAWWA",372278970
INS0017379,17379,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000271,ADIYADENIYA P.V.,MAHARACHCHIMULLA,
INS0017384,17384,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000271,PAHALA BUJJOMUWA PRIMARY SCHOOL,MUJJOMUWA,
INS0017385,17385,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000271,PORAMADALA P.V.,"PORAMADALA, YATIGALOUWA.",711690915
INS0017387,17387,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000271,WEWALA P.V.,NAWATHALWATHTHA.,718037089
INS0017391,17391,ICID001,AUID01,SLID04,IGID03,ITID01,GSID04,DIS009,ZEO0000068,DEO0000258,BINGIRIYA SRI SARANANKARA AUID01 SCHOOL,BINGIRIYA,322246102
INS0017392,17392,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,HALMILLAWEWA SIDDRARTHA M.V.,HALMILLAWEWA,
INS0017393,17393,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,WELLARAWA MAHA VIDYALAYA,WELLARAWA,322246035
INS0017394,17394,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,WEERAPOKUNA VIJITHA M.M.V.,WEERAPOKUNA,322053062
INS0017395,17395,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,UDAWELA REWATHA CENTRAL COLLEGE,THARANA-UDAWELA,325783158
INS0017396,17396,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,L.B.JAYASENA M.V.,HORAGASSAGARAHIRUWALPOLA,322246877
INS0017397,17397,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,IHALA KADIGAMUWA M.V.,IHALA KADIGAMUWA,322246663
INS0017398,17398,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,MANALEMBUWA SRI SARANANDA MODAL SCHOOL,MANALEMBUWA WEERAPOKUNA,
INS0017399,17399,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,THISOGAMA SRIPALI M.V.,THISOGAMA,
INS0017400,17400,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,BOWATHTHA KANISHTA VIDYALAYA,BOWATHTHA BINGIRIYA,
INS0017401,17401,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,SRI SADDANANDA KANISHTA VIDYALAYA,BRAHMANAYAGAMA BINGIRIYA,
INS0017403,17403,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,KOSWATHTHA GAMINI M.V.,KOSWATHTHA-HALMILLAWAWA,322245131
INS0017404,17404,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,PAHALA KOONKADAWALA KANISHTA VIDYALAYA,KOONKADAWALA WEERAPOKUNA,
INS0017405,17405,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,SIRI SUMEDA KANISHTA WIDYALAYA,PANAWEWA-BINGIRIYA,770256904
INS0017406,17406,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,URAPOTTA K.V.,URAPOTHTHA -BINGIRIYA,
INS0017407,17407,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,IHALA MOLEALIPITIYA KANISTA VIDYALAYA,THISOGAMA,
INS0017408,17408,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,KULIYAPITIYA NITHALAWA SAMAN BADURU P.V.,NITHALAWA HALMILLAWEWA,323320006
INS0017409,17409,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,HIRIPOKUNA K.V.,HIRIPOKUNA -WEERAPOKUNA,
INS0017410,17410,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,KULIYAPITIYA ST. XAVIOUR PRIMARY SCHOOL,THALGAHAPITIYA BINGIRIYA,322245820
INS0017411,17411,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,ALUTH KADURUWEWA K.V.,KADURUWERWA BINGIRIYA,322246805
INS0017412,17412,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,GETULAWA K.V.,"GETULAWA, THISOGAMA",718332268
INS0017413,17413,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,KULIYAPITIYA IHALA KINIYAMA SINHALA P.S.,WEERAPOKUNA,
INS0017414,17414,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,KULIYAPITIYA KADIGAMUWA PRIMARY SCHOOL,IHALA KADIGAMUWA,322245770
INS0017416,17416,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,MAKULLAPOKUNA K.V.,MAKULLAPOKUNA WERAPOKUNA,
INS0017417,17417,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,MOLAELIYA PRIMARY SCHOOL,MOLAELIYA KU/THISOGAMA,789322580
INS0017418,17418,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,WILATHTHAWA KANISHTA VIDYALAYA,WILATHTHAWA BINGIRIYA,322060920
INS0017419,17419,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000258,KULIYAPITIYA SWARNAPRADEEPA KANITU VIDYALAYA,WADURESSA HALMILLAWEWA,
INS0017420,17420,ICID001,AUID01,SLID04,IGID03,ITID01,GSID04,DIS009,ZEO0000071,DEO0000270,NAKKAWATTTHA M.M.V.,NAKKAWATTA,378886024
INS0017421,17421,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000259,KIRINDAWA MAHA VIDYALAYA,KIRINDAWA,375759769
INS0017422,17422,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000270,GALGAMMULLA MAYURAWATHI MAHA VIDYALAYA,GALGAMULLA WEWAGAMA,785653392
INS0017423,17423,ICID001,AUID02,SLID01,IGID03,ITID01,GSID04,DIS009,ZEO0000071,DEO0000270,RUWANGIRI M.M.V.,BOGAMULLA,372247518
INS0017424,17424,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000270,NETHTHIPOLAGEDARA MAHA VIDYALAYA,NETHTHIPOLAGEDARA - SIYAMBALAGASKOTUWA,
INS0017425,17425,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000270,HOROMBAWA MAHA VIDYALAYA,HOROMBAWA,372248252
INS0017426,17426,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000259,ANUKKANE MAHA VIDYALAYA,ANUKKANE,775306266
INS0017427,17427,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000270,MEDELPOLA MAHA VIDYALAYA,MEDELPOLA - KIRIMETIYAWA,728909676
INS0017428,17428,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,ANNARUWA KANISHTA VIDYALAYA,ANNARUWA KITHALAWA,723490582
INS0017429,17429,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,ETAMPOLA P.V.,ETAMPOLA - HOROMBAWA,725830926
INS0017430,17430,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000259,KITHALAWA POOGALLA MAHA VIDYALAYA,KITHALAWA,372282803
INS0017432,17432,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000270,GODAGAMA JANAPADA KANISHTA VIDYALAYA,NAKKAWATTA,714667301
INS0017433,17433,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,THELAHARA ARIYAWANSA K.V.,THELAHARA -KATUPOTHA,
INS0017434,17434,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,DALUPOTHAGAMA P.V.,"DALUPOTHGAMA, KATUPOTHA",
INS0017435,17435,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000270,DETHAWA K.V.,DERHAWA - DEEKIRIKEWA,728913848
INS0017436,17436,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,PAHALA POTHUEWWA PRIMARY SCHOOL,KATUPOTHA,778195432
INS0017437,17437,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,BEMINIGALLA SRI SADDAWIMALA K.V.,BEMINIGGALLA KULIYAPITIYA,714877530
INS0017438,17438,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,RANASGALLA PRIMARY SCHOOL,NAKKAWATHTHA,778390598
INS0017439,17439,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000270,RUGGASSAGARA K.V.,RUGGASSAGARA - NAKKAWATHTHA,762968751
INS0017440,17440,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,WAHUMUWA KANISHTA VIDYALAYA,WAHUMUWA KIRINDAWA,714484970
INS0017441,17441,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,ALAHITIYA PRIMARY SCHOOL,ALAHITIYAWA,
INS0017442,17442,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,ANDIGEDARA PRIMARY SCHOOL,ANDIGEDARA - BOGAMULLA,718185822
INS0017445,17445,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,KARAGAHAGEDARA PRIMARY SCHOOL,KARAGAHAGEDARA - KARAGAHAGEDARA,715146301
INS0017446,17446,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,KILIMPOLA PRIMARY SCHOOL,PAHAMUNE,716314758
INS0017448,17448,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,KODURUWAPOLA PRIMARY SCHOOL,KODURUWAPOLA - NAKKAWATHTHA,724874596
INS0017450,17450,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,BARIGODA MAHINDA MODEL PRIMARY SCHOOL,BARIGODA - NAKKAWATHTHA,
INS0017452,17452,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,MAHAGAMA PRIMARY SCHOOL,HOROMBAWA,375875018
INS0017453,17453,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000270,MANAWA K.V.,KIRIMETIYAWA,784992493
INS0017454,17454,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000270,MURUTENGE JAYAKODY PRIMARY SCHOOL,"MURUTHANGA, MURUTHENGA",
INS0017455,17455,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000258,BARAGEDARA ANAGARIKA DHARMAPALA M.M.V.,BARAGEDARA-ATHUNGAHAKOTUWA,
INS0017456,17456,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS009,ZEO0000068,DEO0000260,BIBILADENIYA SRI GUNANANDA M.M.V.,WELIPANNAGAHAMULLA.,322256820
INS0017457,17457,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000260,GAHALAGASWALA M.V.,DUMMALASOORIYA,771336917
INS0017458,17458,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000260,HORATHEPOLA MAHANAMA M.V.,HORATHEPOLA WELIPANNAGAHAMULLA,322257180
INS0017459,17459,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000260,KATTIMAHANA M.V.,KATTIMAHANA DUMMALSOORIYA,322241490
INS0017460,17460,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000260,KUBUKGAHAMULLA SRI BODHI M.M.V.,WALIPANNAGAHAMULLA.,322256554
INS0017461,17461,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000260,UDUBADDAWA DHAMMANANDA MAHA VIDYALAYA,UDUBDDAWA,373128714
INS0017462,17462,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,SRI SADDANANDA P.V.,"BUNNAHAPOLA, UDUBADDAWA",877178509
INS0017463,17463,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,DUNAKADENIYA R.C.V.,"DUNAKADENIYA, WELIPANNAGAHAMULLA",7777293108
INS0017464,17464,ICID001,AUID01,SLID01,IGID03,ITID01,GSID06,DIS009,ZEO0000068,DEO0000260,DUMMALASOORIYA J.R.JAYAWARDANA M.M.V.,DUMMALASOORIYA,322241190
INS0017465,17465,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,HENEGEDARA P.V.,UDUBADDAWA,714489361
INS0017466,17466,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000260,ST. ANNE'S COLLEGE,"KATTIMAHANA, DUMMALASOORIYA",322056560
INS0017467,17467,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,KAPPANGAMUWA DARMAWARDANA P.V.,ILUKHENA,717181800
INS0017468,17468,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,KAHADENIGAMA P.V.,UDUBADDAWA,714256145
INS0017469,17469,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,SAMBUDDHALOKA P.V.,"KARAULLA, UDUBADDAWA",373978316
INS0017470,17470,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,KOOTHARIPPUWA P.V.,WELIPANNAGAHAMULLA,718128278
INS0017471,17471,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,MANDAKONDANA R.C.V.,DUMMALASOORIYA,778806907
INS0017472,17472,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000260,THAWALLA DAMMALOKA M.V.,"YAGAMWELA, DUMMALASOORIYA",322052220
INS0017473,17473,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,THALGAHAPOTHTHA P.V.,"THALGAHAPOTHTHA, UDUBADDAWA.",771825474
INS0017474,17474,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,WATHUWATHTHA SRISOBITHA P.V.,"WATHUWATHTHA, DUMMALASOORIYA",782017025
INS0017475,17475,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000260,WEERAKODIYANA M.V.,"IHALA/WEERAKODIYANA,WEERAKODIYANA.",777208650
INS0017477,17477,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,KULIYAPITIYA DIGANWELA ANANGA VIDYALAYA,DIGANWELA WELLARAWA,
INS0017478,17478,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000258,HAMANNAPAHUWA MODEL PRIMARY SCHOOL,HAMANNAPAHUWA NAGOLLAGODA,373975721
INS0017480,17480,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000260,UDAWELA KUMARA K.V.,WELIPANNAGAHAMULLA,325785893
INS0017484,17484,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,ST. JOHN OF ARC VIDYALAYA,UDUBADDAWA,783192754
INS0017485,17485,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000260,WALPITAGAMA GAMINI DARMARAJA K.V.,WADUMUNNEGEDARA,712769415
INS0017486,17486,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,WILAPOLA P.V.,"WILAPOLA, UDUBADDAWA",325781447
INS0017488,17488,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000260,SHARIPUTHRA P.V.,DUMMALASOORIYA.,322241488
INS0017489,17489,ICID001,AUID01,SLID04,IGID03,ITID01,GSID06,DIS009,ZEO0000068,DEO0000259,KULIYAPITIYA CENTRAL COLLEGE,KULIYAPITIYA,372281286
INS0017490,17490,ICID001,AUID01,SLID04,IGID03,ITID01,GSID06,DIS009,ZEO0000068,DEO0000259,KULIYAPITIYA SARANATH VIDYALAYA,KULIYAPITIYA,372281355
INS0017491,17491,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS009,ZEO0000068,DEO0000259,DEEGALLA REWATHA MADYA MAHA VIDYALAYA,DEEGALLA,372283546
INS0017492,17492,ICID001,AUID02,SLID04,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000259,YAKARAWATHTHA MAHA VIDYALAYA,KITHALAWA,728962727
INS0017493,17493,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS009,ZEO0000068,DEO0000259,SRI SARANANDA MADYA MAHA VIDYALAYA,WEWAGA KULIYAPITIYA,373129325
INS0017494,17494,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000259,ILUKHENA GUNANANDA MAHA VIDYALAYA,ILUKHENA,372282870
INS0017495,17495,ICID001,AUID02,SLID04,IGID03,ITID01,GSID06,DIS009,ZEO0000068,DEO0000259,KANADULLA DARMARAJA MAHA VIDYALAYA,KANADULLA KULIYAPITIYA,372283472
INS0017496,17496,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,MAHIMPITIYA KANISHTA VIDYALAYA,THALAHITIMULLA,775137650
INS0017497,17497,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,EMBAWA SRI SARANANKARA PRIMARY SCHOOL,EMBAWA KULIYAPITIYA,770503599
INS0017498,17498,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,SRI DAMMARATHANA KANISHTA VIDYALAYA,IHALA DIYADORA WEWAGAMA,719237367
INS0017499,17499,ICID001,AUID02,SLID04,IGID01,ITID02,GSID04,DIS009,ZEO0000068,DEO0000259,KULIYAPITIYA ST. JOSHEP S COLLEGE,KULIYAPITIYA,372282024
INS0017500,17500,ICID001,AUID02,SLID04,IGID02,ITID01,GSID04,DIS009,ZEO0000068,DEO0000259,KULIYAPITIYA HOLY ANJELS GIRLS COLLEGE,KULIYAPITIYA,372281751
INS0017501,17501,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,SRI SUMANGALA VIDYALAYA,KUMBALWALA ILUKHENA,728785883
INS0017502,17502,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,GALPOLA KANISHTA VIDYALAYA,GALPOLA ILUKHENA,718109513
INS0017503,17503,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,THALAHITIMULLA KANISHTA VIDYALAYA,THALAHITIMULLA KULIYAPITIYA,715119533
INS0017504,17504,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,DIYAKALAMULLA SRIPATI ROYAL VIDYALAYA,DIYAKALAMULLA KULIYAPITIYA,372055620
INS0017505,17505,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,DELANA SILWATHENNA JUNIOR SCHOOL,DELANA KULIYAPITIYA,774975621
INS0017506,17506,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,PAHALA ELATHALAWA KANISHTA VIDYALAYA,DEEGALLA,767282724
INS0017507,17507,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,PAHALA DIYADORA KANISHTA VIDYALAYA,PAHALA DIYADORA,718041580
INS0017508,17508,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,MADAKUMBURUMULLA KANISHTA VIDYALAYA,MADUKUBURUMULLA KULIYAPITIYA,716073573
INS0017509,17509,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,WEERAMBUWA PRIMARY SCHOOL,WEERAMBUWA KULIYAPITIYA,372284282
INS0017510,17510,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,HAMMALAWA KANISHTA VIDYALAYA,HAMMALAWA KULIYAPITIYA,774374669
INS0017512,17512,ICID001,AUID02,SLID04,IGID03,ITID02,GSID04,DIS009,ZEO0000068,DEO0000259,KULIYAPITIYA ASSEDDUMA SUBARATHI KANISHTA VIDYALAYA,ASSEDDUMA KULIYAPITIYA,372281356
INS0017513,17513,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,INGURUWATHTHA PRIMARY SCHOOL,PAHALADIYADORA,724961814
INS0017514,17514,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,ELUWAPOLA PRIMARY SCHOOL,ELUWAPOLA WEWAGAMA,784457417
INS0017515,17515,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,KATUWATHTHEWELA PRIMARY SCHOOL,WEWAGAMA,711276630
INS0017516,17516,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,THAWALANDANA PRIMARY SCHOOL,THAWALANDANA WEWAGAMA,770340049
INS0017518,17518,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,SAMBODI PRIMARY SCHOOL,BOHANDIYA ILUKHENA,778462401
INS0017520,17520,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000068,DEO0000259,WADUGEDARA PRIMARY SCHOOL,WADUGEDARA WEWAGAMA,779331875
INS0017521,17521,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000068,DEO0000259,HAGGAMUWA SRI REWATHA KANISHTA VIDYALAYA,HAGGAMUWA KULIYAPITIYA,725595936
INS0017522,17522,ICID001,AUID01,SLID04,IGID03,ITID01,GSID06,DIS009,ZEO0000071,DEO0000272,SANDALANKA M.M.V.,SANDALANKAWA,312299647
INS0017523,17523,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000272,IMRA IRIYAGOLLA M.M.V.,YAKWILA,372283263
INS0017524,17524,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS009,ZEO0000071,DEO0000272,KADANEGEDARA DHARMAPALA M.V.,WADUMUNNEGEDARA,372285880
INS0017525,17525,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000272,DARALUWA M.V.,DARALUWA,
INS0017526,17526,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000272,HENDIYAGALA SRI RATHANAPALA M.V.,"HENDIYAGALA, SANDALANKAWA.",312299695
INS0017527,17527,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000272,WELPALLA M.V.,WELPALLA,716150366
INS0017528,17528,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000272,NEDALAGAMUWA RAHULA M.V.,"NEDALAGAMUWA, WADUMUNNEGEDARA",372285860
INS0017529,17529,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS009,ZEO0000071,DEO0000272,GALLEHAMULLA M.V.,WELIPENNAGAHAMULLA,375870067
INS0017530,17530,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000272,MANKADURA VIDYANANDA V.,"MANKADUWA, GONAWILA.",
INS0017531,17531,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000272,GONULLA VIDYADEEPTHI K.V.,GONULLA GONAWILA,912297170
INS0017532,17532,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000272,HETTIRIPPUWA K.V.,LIHIRIYAGAMA,312265852
INS0017533,17533,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000272,WAGURUWELA K.V.,"WAGURUWELA, WELPALLA",710996943
INS0017534,17534,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000272,IHALA HUNDIRAPOLA K.V.,LIHIRIYAGAMA,776646612
INS0017535,17535,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000272,UTHURAWELA DHARMARAJA K.V.,WELIPANNAGAHAMULLA,728620290
INS0017536,17536,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000272,KITHALAHITIYAWA P.V.,YAKVILA,718051702
INS0017537,17537,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000272,WERAHARA K.V.,"WERAHARA, YAKWILA",372245885
INS0017538,17538,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS009,ZEO0000071,DEO0000272,RANDIYA VIDYALAYA,"GALAYAYA, PANNALA.",777560353
INS0017539,17539,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS009,ZEO0000071,DEO0000272,DARALUWA K.V.,DARALUWA NWP,312299569
